397,"20210914",3,87,1117,"HK",,"SK",,,,"SH2","SH2",,"05e","dienst",,16,,L,202109081704,
398,"20210914",4,87,1117,"HK",,"SK",,,,"SH2","SH2",,"05e","dienst",,16,,L,202109081704,
399,"20210914",5,74,1062,"RO","RO","D",,"D",,"313",,,"05e","dienst",,65552,,L,202109081658,"-"
400,"20210914",6,74,1062,"RO","RO","D",,"D",,"313",,,"05e","dienst",,65552,,L,202109081658,"-"
401,"20210914",1,75,846,"EB",,"G",,,,"315",,,"07e","dienst",,1,"07e",C,202109101146,
402,"20210914",2,75,846,"EB",,"G",,,,"315",,,"07e","dienst",,1,"07e",C,202109101147,
403,"20210914",3,75,1134,"EB",,"G1",,,,"502",,,"11","dienst",,1,"11",C,202109081658,
404,"20210914",4,75,1134,"EB",,"G1",,,,"502",,,"11","dienst",,1,"11",C,202109081658,
405,"20210914",6,75,899,"EB",,"G",,,,"312",,,"07d","dienst",,1,"07d",C,202109081658,
407,"20210914",3,75,0,"EB",,,,,,,,,,"dienst",,131072,,B,202109081658,
408,"20210914",1,76,749,"WS",,"Ph",,,,"PS3",,,"08d","dienst",,1,"08d",C,202109081658,
409,"20210914",2,76,749,"WS",,"Ph",,,,"PS3",,,"08d","dienst",,1,"08d",C,202109101147,
410,"20210914",3,76,690,"WS","PT","Ph",,"M",,"PS3","402",,"09c","dienst",,128,"09c",F,202109101214,
411,"20210914",4,76,690,"WS","CH","Ph",,"WBS",,"PS3","402",,"09c","dienst",,128,"09c",F,202109101214,
412,"20210914",7,76,709,"WS",,"Ph",,,,"PS1",,,"09b","dienst",,1,"09b",C,202109081658,
415,"20210913",1,81,1098,"BER",,"BK",,,,"KS1",,,"05a",,,1048577,"05a",C,202109101131,"-"
417,"20210913",1,82,1059,"BE",,"D",,,,"301",,,"05b",,,1048577,"05b",C,202109101131,"-"
419,"20210913",1,83,1091,"AS",,"BNT",,,,"BS1",,,"05d~05e",,,1048577,"05d~05e",C,202109101132,"-"
421,"20210913",1,84,1091,"WE",,"BNT",,,,"BS2",,,"05d~05e",,,1048577,"05d~05e",C,202109101132,"-"
